City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Sturgeon Bay,US,2021-03-14 21:23:31,44.8342,-87.377,35.6,44,1,12.66
292,Chuy,UY,2021-03-14 21:28:15,-33.6971,-53.4616,70.03,67,0,8.3
293,Barrow,US,2021-03-14 21:28:16,71.2906,-156.7887,-5.8,77,1,18.41
294,Chara,RU,2021-03-14 21:28:16,56.9064,118.2631,-1.17,74,100,9.89
295,Beringovskiy,RU,2021-03-14 21:28:17,63.05,179.3167,10.85,89,98,9.01
296,Balakhta,RU,2021-03-14 21:28:17,55.38,91.6,-1.14,92,100,2.8
297,Ola,RU,2021-03-14 21:28:18,59.5833,151.2833,1.42,89,58,1.48
298,Jales,BR,2021-03-14 21:28:19,-20.2689,-50.5458,81.68,65,81,3.65
299,Bolobo,CD,2021-03-14 21:28:19,-2.1667,16.2333,75.33,88,79,4.05
300,Baiyin,CN,2021-03-14 21:28:19,36.5583,104.2081,48.0,28,0,2.24
301,Kade,DE,2021-03-14 21:28:20,52.3833,12.2667,41.0,80,100,1.99
302,Lermontovka,RU,2021-03-14 21:28:20,47.1453,134.3383,25.0,92,43,6.6
303,Shimoda,JP,2021-03-14 21:28:21,34.6667,138.95,51.49,60,23,4.45
304,Sao Sepe,BR,2021-03-14 21:28:21,-30.1606,-53.5653,86.0,48,20,4.61
305,Kovur,IN,2021-03-14 21:28:22,14.4833,79.9833,71.2,85,0,8.08
306,West Lafayette,US,2021-03-14 21:28:22,40.4259,-86.9081,57.2,30,1,9.22
307,Virginia Beach,US,2021-03-14 21:26:18,36.8529,-75.978,68.0,17,75,16.11
308,Soubre,CI,2021-03-14 21:28:23,5.7856,-6.6083,78.13,84,98,3.94
309,Turayf,SA,2021-03-14 21:28:23,31.6725,38.6637,55.4,47,0,6.91
310,Mudanjiang,CN,2021-03-14 21:28:24,44.5833,129.6,31.62,73,19,4.21
311,Ngunguru,NZ,2021-03-14 21:28:24,-35.6167,174.5,70.0,83,11,7.92
312,Gwadar,PK,2021-03-14 21:28:25,25.1216,62.3254,72.27,89,15,6.11
313,Pamyat Parizhskoy Kommuny,RU,2021-03-14 21:28:25,56.1048,44.4952,32.0,100,90,8.95
314,Safaga,EG,2021-03-14 21:28:26,26.7292,33.9365,68.0,37,0,8.05
315,Malyye Derbety,RU,2021-03-14 21:28:26,47.9547,44.6808,28.92,73,100,14.2
316,Damghan,IR,2021-03-14 21:28:27,36.1683,54.348,37.38,52,32,1.05
317,Xianyang,CN,2021-03-14 21:28:27,34.3378,108.7026,52.0,100,0,2.24
318,Kavaratti,IN,2021-03-14 21:28:28,10.5669,72.642,82.85,69,2,6.46
319,Tchollire,CM,2021-03-14 21:28:28,8.4022,14.1698,82.83,47,100,5.82
320,Makakilo City,US,2021-03-14 21:28:29,21.3469,-158.0858,77.0,65,1,10.36
321,Krasnooktyabrskiy,RU,2021-03-14 21:28:29,44.9328,38.3712,39.99,66,0,1.01
322,Ranong,TH,2021-03-14 21:28:29,9.9658,98.6348,74.34,91,8,4.38
323,Chicama,PE,2021-03-14 21:28:30,-7.8447,-79.1469,73.4,88,40,5.75
324,Vila,PT,2021-03-14 21:28:30,42.0304,-8.1588,46.99,82,1,3.0
325,Saravan,AM,2021-03-14 21:28:31,39.7196,45.6483,35.6,87,75,6.91
326,Noumea,NC,2021-03-14 21:28:31,-22.2763,166.4572,80.01,78,0,4.61
327,Kiunga,PG,2021-03-14 21:28:32,-6.1219,141.2906,72.07,99,66,0.63
328,Hvittingfoss,NO,2021-03-14 21:28:32,59.4833,10.0167,35.01,1,100,5.19
329,Torbay,CA,2021-03-14 21:28:33,47.6666,-52.7314,30.99,69,90,6.91
330,Nantucket,US,2021-03-14 21:26:00,41.2835,-70.0995,41.0,60,90,14.97
331,Paamiut,GL,2021-03-14 21:30:22,61.994,-49.6678,28.9,82,88,8.34
332,Elizabethtown,US,2021-03-14 21:30:23,37.694,-85.8591,51.8,43,90,12.66
333,Ust-Kut,RU,2021-03-14 21:30:23,56.7938,105.7672,-1.16,98,100,4.09
334,Medea,DZ,2021-03-14 21:30:24,36.2642,2.7539,50.0,87,20,3.44
335,Kaabong,UG,2021-03-14 21:30:24,3.4836,34.1492,71.91,48,0,14.79
336,Alindao,CF,2021-03-14 21:30:25,5.0267,21.2088,74.52,80,100,3.96
337,Batticaloa,LK,2021-03-14 21:30:25,7.7102,81.6924,78.31,75,74,1.39
338,Nome,US,2021-03-14 21:30:26,64.5011,-165.4064,21.2,93,90,13.8
339,Kloulklubed,PW,2021-03-14 21:30:26,7.0419,134.2556,77.0,100,75,3.44
340,Sarany,RU,2021-03-14 21:30:27,58.5,58.8833,12.54,93,100,12.91
341,Vao,NC,2021-03-14 21:30:27,-22.6667,167.4833,76.77,77,8,16.75
342,Hami,CN,2021-03-14 21:30:28,42.8,93.45,47.95,43,100,10.67
343,Oussouye,SN,2021-03-14 21:30:28,12.485,-16.5469,82.4,83,0,4.61
344,Mirnyy,RU,2021-03-14 21:30:29,62.5353,113.9611,-15.88,92,24,8.97
345,Mount Isa,AU,2021-03-14 21:30:29,-20.7333,139.5,71.6,73,75,12.66
346,Grindavik,IS,2021-03-14 21:30:30,63.8424,-22.4338,35.6,80,75,8.05
347,Chateau-Thierry,FR,2021-03-14 21:30:31,49.05,3.4,44.01,73,87,3.0
348,Shar,KZ,2021-03-14 21:30:31,49.5886,81.0453,-1.05,96,100,5.55
349,Tianpeng,CN,2021-03-14 21:30:31,30.9866,103.9393,59.0,1,85,1.99
350,Baherden,TM,2021-03-14 21:30:32,38.4362,57.4316,29.53,80,81,5.75
351,Warrnambool,AU,2021-03-14 21:30:33,-38.3833,142.4833,57.0,88,100,12.19
352,Beliator,IN,2021-03-14 21:30:33,23.3333,87.2167,69.94,57,0,4.76
353,Zyryanka,RU,2021-03-14 21:30:34,65.75,150.85,-16.37,89,0,6.02
354,Rio Gallegos,AR,2021-03-14 21:30:34,-51.6226,-69.2181,64.4,45,75,13.8
355,Salta,AR,2021-03-14 21:29:14,-24.7859,-65.4117,73.4,60,75,8.05
356,Abu Kamal,SY,2021-03-14 21:30:35,34.4506,40.9171,60.55,38,100,7.96
357,Baruun-Urt,MN,2021-03-14 21:30:36,46.6806,113.2792,12.4,34,4,23.94
358,Strezhevoy,RU,2021-03-14 21:30:36,60.7333,77.5889,14.0,73,0,4.47
359,Atasu,KZ,2021-03-14 21:30:37,48.6814,71.6433,1.65,90,100,6.8
360,Dubbo,AU,2021-03-14 21:30:38,-32.25,148.6167,55.4,88,3,11.5
361,Betsiamites,CA,2021-03-14 21:30:38,48.9413,-68.646,17.6,38,20,11.5
362,Bhalki,IN,2021-03-14 21:30:39,18.0333,77.2167,69.84,25,0,6.8
363,Ahipara,NZ,2021-03-14 21:30:40,-35.1667,173.1667,71.26,64,1,3.49
364,Kemi,FI,2021-03-14 21:30:40,65.8596,24.8228,26.6,93,90,2.3
365,Avarua,CK,2021-03-14 21:30:41,-21.2078,-159.775,84.2,79,20,10.36
366,Chifeng,CN,2021-03-14 21:30:41,42.2683,118.9636,39.76,33,73,15.9
367,Nuevitas,CU,2021-03-14 21:30:42,21.5453,-77.2644,84.2,54,40,19.57
368,Toyooka,JP,2021-03-14 21:29:19,35.5333,134.8333,39.2,93,20,6.91
369,Port Hardy,CA,2021-03-14 21:30:00,50.6996,-127.4199,41.0,65,40,16.11
370,Lakes Entrance,AU,2021-03-14 21:30:43,-37.8811,147.981,54.0,81,0,8.34
371,Nuuk,GL,2021-03-14 21:30:43,64.1835,-51.7216,21.2,73,75,14.97
372,Alice Town,BS,2021-03-14 21:30:44,25.7167,-79.3,73.45,66,0,6.24
373,Yakeshi,CN,2021-03-14 21:28:04,49.2833,120.7333,18.64,86,100,22.64
374,Ziarat,PK,2021-03-14 21:30:45,30.3823,67.7282,45.52,39,98,1.14
375,Sulangan,PH,2021-03-14 21:30:45,11.1373,123.7228,80.67,78,63,3.38
376,Havelock,US,2021-03-14 21:30:46,34.8791,-76.9013,71.6,24,75,13.8
377,La Paz,BO,2021-03-14 21:29:14,-16.5,-68.15,46.4,71,75,11.5
378,Matara,LK,2021-03-14 21:29:45,5.9485,80.5353,75.69,86,100,9.42
379,Marrakesh,MA,2021-03-14 21:26:38,31.6315,-8.0083,66.2,52,0,3.44
380,Ballangen,NO,2021-03-14 21:30:47,68.3428,16.8315,36.0,93,90,8.05
381,Mersing,MY,2021-03-14 21:30:48,2.4312,103.8405,80.6,83,91,8.05
382,Dalvik,IS,2021-03-14 21:30:48,65.9702,-18.5286,23.0,86,20,4.61
383,Mount Gambier,AU,2021-03-14 21:30:49,-37.8333,140.7667,55.4,94,75,8.05
384,Necochea,AR,2021-03-14 21:30:50,-38.5473,-58.7368,69.01,71,0,1.99
385,Matamoros,MX,2021-03-14 21:30:50,25.5333,-103.25,80.08,8,100,5.95
386,Zaraza,VE,2021-03-14 21:30:50,9.3503,-65.3245,82.08,63,90,11.88
387,Lasa,IT,2021-03-14 21:30:51,46.6166,10.7002,44.6,93,90,4.61
388,Bansi,IN,2021-03-14 21:30:51,27.1833,82.9333,63.63,29,0,7.99
389,Hede,CN,2021-03-14 21:30:06,33.7681,120.2517,45.77,94,100,6.29
390,Bardejov,SK,2021-03-14 21:30:52,49.2918,21.2727,37.99,65,100,1.01
391,Novo Aripuana,BR,2021-03-14 21:30:53,-5.1206,-60.3797,77.27,93,67,0.81
392,Ordynskoye,RU,2021-03-14 21:30:53,54.3656,81.8994,0.99,96,100,5.99
393,Dzhebariki-Khaya,RU,2021-03-14 21:30:54,62.2167,135.8,6.85,85,100,4.21
394,Ilulissat,GL,2021-03-14 21:30:55,69.2167,-51.1,10.4,67,90,4.61
395,Labrea,BR,2021-03-14 21:30:55,-7.2586,-64.7981,78.98,92,68,2.08
396,Salinopolis,BR,2021-03-14 21:30:56,-0.6136,-47.3561,79.48,83,74,7.36
397,Izoplit,RU,2021-03-14 21:30:56,56.6256,36.222,34.99,97,100,12.68
398,Sirumugai,IN,2021-03-14 21:30:57,11.3333,77.0167,78.8,61,20,2.3
399,Guymon,US,2021-03-14 21:30:58,36.6828,-101.4816,59.0,29,20,23.02
400,Paharpur,PK,2021-03-14 21:30:58,32.1038,70.9724,63.63,58,29,4.43
401,Charlestown,AU,2021-03-14 21:30:59,-32.95,151.6667,64.0,81,91,1.01
402,Gopamau,IN,2021-03-14 21:30:59,27.55,80.2833,66.38,25,0,6.51
403,Lata,PT,2021-03-14 21:31:00,40.1629,-8.3327,55.0,86,1,1.99
404,Kyshtovka,RU,2021-03-14 21:31:00,56.555,76.6271,-0.53,99,100,7.14
405,Arman,RU,2021-03-14 21:31:01,59.7,150.1667,3.15,84,10,4.94
406,Bilibino,RU,2021-03-14 21:31:02,68.0546,166.4372,-13.95,97,99,5.06
407,Aykhal,RU,2021-03-14 21:31:02,66.0,111.5,-22.54,96,62,15.7
408,Kabo,CF,2021-03-14 21:31:03,7.6994,18.629,84.15,37,77,3.11
409,Williston,US,2021-03-14 21:31:03,48.147,-103.618,52.0,30,89,7.0
410,Gloggnitz,AT,2021-03-14 21:31:04,47.6749,15.9389,39.99,66,89,10.0
411,Kudahuvadhoo,MV,2021-03-14 21:31:04,2.6708,72.8944,82.69,71,87,10.02
412,Say,NE,2021-03-14 21:31:05,13.1007,2.3689,89.6,13,22,5.75
413,Nemuro,JP,2021-03-14 21:31:05,43.3236,145.575,33.42,89,100,26.17
414,Great Yarmouth,GB,2021-03-14 21:31:06,52.6083,1.7305,44.6,93,75,17.27
415,Goderich,CA,2021-03-14 21:31:07,43.7501,-81.7165,28.4,54,10,21.85
416,Daoukro,CI,2021-03-14 21:31:07,7.0591,-3.9631,78.8,75,100,3.2
417,Lazaro Cardenas,MX,2021-03-14 21:31:07,17.9583,-102.2,81.39,64,0,8.95
418,Nelson Bay,AU,2021-03-14 21:28:30,-32.7167,152.15,60.8,88,75,6.91
419,Terrace Bay,CA,2021-03-14 21:31:08,48.7834,-87.1,28.4,30,20,10.36
420,Kirakira,SB,2021-03-14 21:31:09,-10.4544,161.9205,82.33,74,24,2.42
421,Long Beach,US,2021-03-14 21:29:41,33.767,-118.1892,64.0,59,75,9.22
422,Turukhansk,RU,2021-03-14 21:31:10,65.8167,87.9833,7.54,96,100,7.56
423,Montrose,US,2021-03-14 21:31:10,38.4166,-108.2673,37.99,69,100,5.99
424,Boyolangu,ID,2021-03-14 21:26:13,-8.1181,111.8935,73.83,91,86,1.97
425,Sao Gabriel Da Cachoeira,BR,2021-03-14 21:31:11,-0.1303,-67.0892,78.57,91,100,1.57
426,George Town,MY,2021-03-14 21:27:15,5.4112,100.3354,81.0,78,20,2.3
427,Aklavik,CA,2021-03-14 21:31:11,68.2191,-135.0107,-5.8,59,36,6.91
428,Kalmunai,LK,2021-03-14 21:26:21,7.4167,81.8167,77.11,81,68,2.39
429,Hun,LY,2021-03-14 21:31:12,29.1268,15.9477,59.27,66,0,10.02
430,Vila Velha,BR,2021-03-14 21:31:12,-20.3297,-40.2925,80.6,69,75,5.75
431,Port Lincoln,AU,2021-03-14 21:31:13,-34.7333,135.8667,58.82,81,36,5.82
432,Launceston,AU,2021-03-14 21:31:13,-41.45,147.1667,60.01,82,78,12.66
433,Prince Rupert,CA,2021-03-14 21:26:14,54.3161,-130.3201,35.6,75,20,5.75
434,Pervomayskoye,RU,2021-03-14 21:31:14,43.919,46.7102,37.76,88,88,17.36
435,Lewisporte,CA,2021-03-14 21:29:51,49.2499,-55.0482,24.01,86,90,12.66
436,Tautira,PF,2021-03-14 21:31:15,-17.7333,-149.15,87.8,66,20,9.22
437,Ilembula,TZ,2021-03-14 21:31:16,-8.9,34.5833,61.07,90,75,6.38
438,Maroantsetra,MG,2021-03-14 21:31:16,-15.4333,49.7333,77.49,84,75,4.99
439,Bethel,US,2021-03-14 21:31:17,41.3712,-73.414,39.2,33,90,25.32
440,Bud,US,2021-03-14 21:31:17,39.447,-86.1758,53.01,54,100,9.31
441,Moranbah,AU,2021-03-14 21:31:18,-22.0016,148.0466,76.28,70,2,8.55
442,Buchanan,LR,2021-03-14 21:31:18,5.8808,-10.0467,78.8,94,75,6.33
443,Bam,IR,2021-03-14 21:31:19,29.106,58.357,54.32,33,0,1.3
444,Lavrentiya,RU,2021-03-14 21:31:19,65.5833,-171.0,21.52,94,100,12.3
445,Ponta Delgada,PT,2021-03-14 21:31:20,37.7333,-25.6667,60.8,100,75,12.66
446,Kuminskiy,RU,2021-03-14 21:31:20,58.6667,66.5667,12.43,92,24,7.92
447,Kruisfontein,ZA,2021-03-14 21:31:21,-34.0033,24.7314,68.0,96,100,1.99
448,Maniitsoq,GL,2021-03-14 21:31:21,65.4167,-52.9,17.24,66,100,9.01
449,Paithan,IN,2021-03-14 21:31:22,19.4833,75.3833,74.75,21,0,6.62
450,Bereznik,RU,2021-03-14 21:31:23,62.8551,42.7072,29.26,94,99,6.93
451,Sakakah,SA,2021-03-14 21:31:23,29.9697,40.2064,64.4,24,99,6.91
452,Port Blair,IN,2021-03-14 21:31:00,11.6667,92.75,79.32,74,57,4.92
453,Muscle Shoals,US,2021-03-14 21:30:04,34.7448,-87.6675,80.6,32,1,10.36
454,Ucluelet,CA,2021-03-14 21:29:57,48.9329,-125.5528,45.0,70,20,19.57
455,Naze,JP,2021-03-14 21:31:25,28.3667,129.4833,57.36,66,0,2.08
456,Saint-Pierre,RE,2021-03-14 21:31:25,-21.3393,55.4781,78.8,83,75,13.8
457,Te Anau,NZ,2021-03-14 21:31:26,-45.4167,167.7167,58.66,98,100,4.27
458,Yaan,NG,2021-03-14 21:31:26,7.3833,8.5667,77.2,61,52,7.94
459,Maragogi,BR,2021-03-14 21:31:27,-9.0122,-35.2225,78.87,72,100,8.39
460,Codrington,AU,2021-03-14 21:31:27,-38.2667,141.9667,57.36,84,100,9.42
461,Macenta,GN,2021-03-14 21:31:28,8.5435,-9.471,75.78,63,48,1.3
462,Moose Factory,CA,2021-03-14 21:31:28,51.2585,-80.6094,8.6,51,1,18.41
463,Shaowu,CN,2021-03-14 21:31:29,27.3409,117.4831,58.73,94,0,2.24
464,Buraydah,SA,2021-03-14 21:31:29,26.326,43.975,69.8,32,20,14.97
465,Suhum,GH,2021-03-14 21:31:30,6.0409,-0.45,80.6,83,0,5.75
466,Kifri,IQ,2021-03-14 21:31:30,34.6959,44.9661,59.47,52,100,4.52
467,Channagiri,IN,2021-03-14 21:31:31,14.0333,75.9333,71.58,37,0,9.4
468,Khovu-Aksy,RU,2021-03-14 21:31:31,51.1333,93.6,-1.25,70,100,3.67
469,Zhangjiakou,CN,2021-03-14 21:31:32,40.81,114.8794,32.56,26,59,14.63
470,Loreto,MX,2021-03-14 21:31:33,22.2667,-101.9667,82.92,9,1,18.7
471,Skibbereen,IE,2021-03-14 21:31:33,51.55,-9.2667,48.2,81,75,18.41
472,Niono,ML,2021-03-14 21:31:33,14.2526,-5.993,76.71,18,5,7.16
473,Magadan,RU,2021-03-14 21:31:34,59.5667,150.8,2.89,86,21,3.76
474,Bima,ID,2021-03-14 21:31:35,-8.4667,118.7167,75.94,93,100,1.01
475,Bandarbeyla,SO,2021-03-14 21:31:35,9.4942,50.8122,77.31,80,86,11.88
476,Broken Hill,AU,2021-03-14 21:31:36,-31.95,141.4333,46.4,66,0,4.61
477,Sao Filipe,CV,2021-03-14 21:31:36,14.8961,-24.4956,71.1,72,0,4.61
478,Half Moon Bay,US,2021-03-14 21:31:37,37.4636,-122.4286,60.01,71,90,12.66
479,Dali,CN,2021-03-14 21:31:37,25.7,100.1833,47.57,77,0,5.14
480,Guane,CU,2021-03-14 21:31:37,22.2025,-84.0875,80.67,58,0,9.13
481,Andenes,NO,2021-03-14 21:31:38,69.3143,16.1194,35.6,75,75,9.22
482,Kieta,PG,2021-03-14 21:31:38,-6.2167,155.6333,82.04,70,82,1.03
483,Christchurch,NZ,2021-03-14 21:27:44,-43.5333,172.6333,68.0,48,66,6.91
484,Huarmey,PE,2021-03-14 21:31:39,-10.0681,-78.1522,76.48,71,14,9.01
485,Verkhoyansk,RU,2021-03-14 21:31:40,67.5447,133.385,-6.43,82,100,4.03
486,Egvekinot,RU,2021-03-14 21:31:40,66.3167,-179.1667,8.94,95,99,3.2
487,Tasiilaq,GL,2021-03-14 21:31:41,65.6145,-37.6368,24.8,63,90,23.02
488,Nizhniye Vyazovyye,RU,2021-03-14 21:31:41,55.7988,48.5248,23.0,80,90,17.9
489,Visnes,NO,2021-03-14 21:31:42,59.3556,5.2242,41.0,87,75,19.57
490,Kawalu,ID,2021-03-14 21:31:42,-7.3817,108.2082,72.7,94,100,1.57
491,Kapoeta,SS,2021-03-14 21:31:43,4.7717,33.5903,86.11,29,0,11.97
492,Atar,MR,2021-03-14 21:31:44,20.5169,-13.0499,76.24,20,0,7.67
493,Acapulco,MX,2021-03-14 21:29:32,16.8634,-99.8901,84.2,70,1,10.36
494,Vyartsilya,RU,2021-03-14 21:31:44,62.1764,30.693,32.32,98,100,5.37
495,Yambio,SS,2021-03-14 21:31:45,4.5721,28.3955,71.89,70,99,5.17
496,Boende,CD,2021-03-14 21:31:46,-0.2167,20.8667,72.7,93,79,2.84
497,Barsi,IN,2021-03-14 21:31:46,18.2333,75.7,74.53,17,0,9.95
498,Indramayu,ID,2021-03-14 21:31:47,-6.3264,108.32,78.01,85,100,5.32
499,Belousovka,KZ,2021-03-14 21:31:47,50.1339,82.5239,6.8,72,90,6.71
500,Bay Roberts,CA,2021-03-14 21:31:48,47.5999,-53.2648,28.99,86,100,1.01
501,Alofi,NU,2021-03-14 21:31:48,-19.0595,-169.9187,84.2,74,75,5.75
502,Buba,GW,2021-03-14 21:31:49,11.5833,-15.0,71.42,72,0,4.59
503,Los Llanos De Aridane,ES,2021-03-14 21:31:49,28.6585,-17.9182,66.2,72,75,8.05
504,Mabaruma,GY,2021-03-14 21:31:50,8.2,-59.7833,74.41,96,100,4.27
505,Boralday,KZ,2021-03-14 21:31:50,43.3578,76.8594,21.2,93,90,8.95
506,Zastron,ZA,2021-03-14 21:31:50,-30.3023,27.084,68.05,34,70,3.15
507,Angoche,MZ,2021-03-14 21:31:51,-16.2325,39.9086,77.0,88,11,4.03
508,Isla Vista,US,2021-03-14 21:27:42,34.4133,-119.861,60.01,62,75,8.05
509,Havre-Saint-Pierre,CA,2021-03-14 21:31:52,50.2334,-63.5986,14.0,34,20,12.66
510,Hokitika,NZ,2021-03-14 21:31:52,-42.7167,170.9667,59.76,77,100,8.61
511,Chingirlau,KZ,2021-03-14 21:31:53,51.095,54.0814,3.11,87,87,6.71
512,Quatre Cocos,MU,2021-03-14 21:31:53,-20.2078,57.7625,77.0,94,75,3.44
513,La Ronge,CA,2021-03-14 21:31:54,55.1001,-105.2842,48.2,46,20,11.5
514,Ancud,CL,2021-03-14 21:31:54,-41.8697,-73.8203,68.0,60,0,5.75
515,Kanniyakumari,IN,2021-03-14 21:31:55,8.0833,77.5667,80.58,73,21,15.61
516,Srednekolymsk,RU,2021-03-14 21:31:55,67.45,153.6833,-16.17,81,0,3.96
517,Byron Bay,AU,2021-03-14 21:31:56,-28.65,153.6167,68.0,94,90,12.66
518,San Jeronimo,PE,2021-03-14 21:31:56,-11.9472,-75.2829,57.24,73,75,5.37
519,Takoradi,GH,2021-03-14 21:31:57,4.8845,-1.7554,78.31,77,100,1.88
520,Kyzyl-Suu,KG,2021-03-14 21:31:57,42.3414,78.0056,34.18,72,31,1.54
521,Verkh-Usugli,RU,2021-03-14 21:31:58,52.7,115.1667,7.88,64,99,12.39
522,Dargaville,NZ,2021-03-14 21:31:59,-35.9333,173.8833,71.62,65,29,3.42
523,Constitucion,CL,2021-03-14 21:31:59,-35.3333,-72.4167,60.78,79,58,4.59
524,Piacabucu,BR,2021-03-14 21:32:00,-10.4056,-36.4344,77.61,68,46,7.63
525,Bayji,IQ,2021-03-14 21:32:00,34.9311,43.487,60.96,47,100,5.08
526,Thurso,GB,2021-03-14 21:32:01,58.5927,-3.5259,41.0,93,75,12.66
527,Richards Bay,ZA,2021-03-14 21:28:30,-28.783,32.0377,72.63,92,5,7.9
528,Andros Town,BS,2021-03-14 21:30:16,24.7,-77.7667,78.8,57,20,6.91
529,Muros,ES,2021-03-14 21:32:02,42.7762,-9.0603,50.0,85,10,3.0
530,Tahe,CN,2021-03-14 21:32:02,52.3333,124.7333,34.11,88,100,4.61
531,Latehar,IN,2021-03-14 21:32:03,23.75,84.5,66.51,34,0,3.42
532,Sao Joao Da Barra,BR,2021-03-14 21:32:03,-21.6403,-41.0511,80.6,69,0,18.41
533,Bria,CF,2021-03-14 21:32:04,6.5423,21.9863,73.35,72,100,5.53
534,Merauke,ID,2021-03-14 21:32:04,-8.4667,140.3333,77.04,89,71,6.33
535,Atambua,ID,2021-03-14 21:32:05,-9.1061,124.8925,73.27,86,100,0.69
536,Elk Point,US,2021-03-14 21:27:41,42.6833,-96.6836,42.01,85,100,23.53
537,Ewa Beach,US,2021-03-14 21:32:06,21.3156,-158.0072,77.0,65,1,10.36
538,Gao,ML,2021-03-14 21:32:06,16.6362,1.637,76.03,18,0,8.5
539,Winnemucca,US,2021-03-14 21:32:07,40.973,-117.7357,57.2,18,1,10.36
540,Toora-Khem,RU,2021-03-14 21:32:07,52.4675,96.11,-4.34,94,99,2.39
541,Diapaga,BF,2021-03-14 21:32:08,12.0708,1.7889,86.14,15,52,5.03
542,Mayo,US,2021-03-14 21:32:08,38.8876,-76.5119,59.0,25,1,21.85
543,Kishi,NG,2021-03-14 21:32:09,9.0833,3.85,85.42,41,99,8.21
544,Oktyabrskiy,RU,2021-03-14 21:32:10,54.4815,53.471,9.66,77,92,12.93
545,Jacareacanga,BR,2021-03-14 21:32:10,-6.2222,-57.7528,76.66,95,94,1.1
546,Bathsheba,BB,2021-03-14 21:32:11,13.2167,-59.5167,80.6,69,40,12.66
547,Beidao,CN,2021-03-14 21:32:11,34.5686,105.8933,36.0,59,0,10.0
548,Anito,PH,2021-03-14 21:32:11,12.4497,125.2886,75.88,93,70,7.49
549,Deputatskiy,RU,2021-03-14 21:32:12,69.3,139.9,-15.72,74,64,1.81
550,Erdenet,MN,2021-03-14 21:32:12,49.0333,104.0833,8.94,44,1,1.86
551,Koutsouras,GR,2021-03-14 21:32:13,35.0339,25.9469,60.01,80,100,15.1
552,Bara,NG,2021-03-14 21:32:13,10.3744,10.7288,82.51,26,72,5.14
553,Norman Wells,CA,2021-03-14 21:32:14,65.282,-126.8329,-4.0,77,90,12.66
554,Lulea,SE,2021-03-14 21:32:15,65.5842,22.1547,24.8,100,90,1.14
555,Berbera,SO,2021-03-14 21:32:15,10.4396,45.0143,77.94,81,0,3.36
556,Synya,RU,2021-03-14 21:32:16,65.3718,58.0387,19.56,93,100,11.83
557,Baykit,RU,2021-03-14 21:32:16,61.67,96.37,9.0,93,100,7.65
558,Tokur,RU,2021-03-14 21:32:16,53.1333,132.9,20.19,88,100,5.61
559,Kiama,AU,2021-03-14 21:32:17,-34.6833,150.8667,57.0,82,0,1.99
560,Bucerias,MX,2021-03-14 21:32:18,20.75,-105.3333,75.2,64,40,13.8
561,Isla Aguada,MX,2021-03-14 21:32:18,18.7833,-91.4667,91.4,40,1,16.11
562,Petropavlovka,RU,2021-03-14 21:32:19,50.6114,105.3196,3.13,76,0,5.03
